,id,label,fn,valid
0,000686,cockroach,cifar100/train/insects/cockroach/oriental_cockroach_s_000686.png,0
1,000271,willow_tree,cifar100/train/trees/willow_tree/white_willow_s_000271.png,0
2,000105,mouse,cifar100/train/small_mammals/mouse/field_mouse_s_000105.png,0
3,002754,elephant,cifar100/train/large_omnivores_and_herbivores/elephant/elephant_s_002754.png,0
4,000894,whale,cifar100/train/aquatic_mammals/whale/fin_whale_s_000894.png,0
5,000227,man,cifar100/train/people/man/adam_s_000227.png,0
6,000574,forest,cifar100/train/large_natural_outdoor_scenes/forest/wood_s_000574.png,0
7,002440,elephant,cifar100/train/large_omnivores_and_herbivores/elephant/elephant_s_002440.png,0
8,001499,skunk,cifar100/train/medium_mammals/skunk/skunk_s_001499.png,0
9,001374,road,cifar100/train/large_man-made_outdoor_things/road/highway_s_001374.png,0
10,000447,mushroom,cifar100/train/fruit_and_vegetables/mushroom/mushroom_s_000447.png,0
11,001226,wolf,cifar100/train/large_carnivores/wolf/gray_wolf_s_001226.png,0
12,000002,oak_tree,cifar100/train/trees/oak_tree/roble_s_000002.png,0
13,000122,woman,cifar100/train/people/woman/white_woman_s_000122.png,0
14,001687,wardrobe,cifar100/train/household_furniture/wardrobe/wardrobe_s_001687.png,0
15,001464,lobster,cifar100/train/non-insect_invertebrates/lobster/lobster_s_001464.png,0
16,000516,television,cifar100/train/household_electrical_devices/television/tv_s_000516.png,0
17,000680,mouse,cifar100/train/small_mammals/mouse/harvest_mouse_s_000680.png,0
18,001566,boy,cifar100/train/people/boy/male_child_s_001566.png,0
19,000049,castle,cifar100/train/large_man-made_outdoor_things/castle/castle_s_000049.png,0
20,000281,orchid,cifar100/train/flowers/orchid/butterfly_orchid_s_000281.png,0
21,000806,man,cifar100/train/people/man/abel_s_000806.png,0
22,002470,possum,cifar100/train/medium_mammals/possum/opossum_s_002470.png,0
23,000846,keyboard,cifar100/train/household_electrical_devices/keyboard/clavier_s_000846.png,0
24,001109,streetcar,cifar100/train/vehicles_2/streetcar/streetcar_s_001109.png,0
25,000090,oak_tree,cifar100/train/trees/oak_tree/northern_pin_oak_s_000090.png,0
26,001796,crab,cifar100/train/non-insect_invertebrates/crab/dungeness_crab_s_001796.png,0
27,000012,pickup_truck,cifar100/train/vehicles_1/pickup_truck/pickup_truck_s_000012.png,0
28,000019,plate,cifar100/train/food_containers/plate/stovepipe_iron_s_000019.png,0
29,000326,butterfly,cifar100/train/insects/butterfly/butterfly_s_000326.png,0
30,000122,pear,cifar100/train/fruit_and_vegetables/pear/bosc_s_000122.png,0
31,000412,telephone,cifar100/train/household_electrical_devices/telephone/desk_phone_s_000412.png,0
32,000029,streetcar,cifar100/train/vehicles_2/streetcar/streetcar_s_000029.png,0
33,000031,crab,cifar100/train/non-insect_invertebrates/crab/cancer_magister_s_000031.png,0
34,000219,bee,cifar100/train/insects/bee/italian_bee_s_000219.png,0
35,000279,cloud,cifar100/train/large_natural_outdoor_scenes/cloud/smoke_s_000279.png,0
36,001243,trout,cifar100/train/fish/trout/trout_s_001243.png,0
37,001144,pine_tree,cifar100/train/trees/pine_tree/pine_tree_s_001144.png,0
38,001251,cloud,cifar100/train/large_natural_outdoor_scenes/cloud/cirrocumulus_s_001251.png,0
39,000959,orchid,cifar100/train/flowers/orchid/orchid_s_000959.png,0
40,000476,can,cifar100/train/food_containers/can/soda_can_s_000476.png,0
41,000203,spider,cifar100/train/non-insect_invertebrates/spider/spider_s_000203.png,0
42,001180,motorcycle,cifar100/train/vehicles_1/motorcycle/motorcycle_s_001180.png,0
43,001270,elephant,cifar100/train/large_omnivores_and_herbivores/elephant/indian_elephant_s_001270.png,0
